text,label
"Kemper EPS beats by $0.04, beats on revenue",1
Six Flags raises quarterly dividend by a penny to 83 cents a share,1
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1
"'Hope' Vs 'Nope' - Dow Soars 1000 Points As Gold Spikes Near $1,700  https://t.co/gy9Ll5GZmK",1
"$JAN $LIVX $ANAB - MDCO, TIF among premarket gainers https://t.co/vVWcviZn0v",1
21Vianet Group misses on revenue,0
Irish demand for social benefits soars as coronavirus bites #economy #MarketScreener https://t.co/T9hGEfJy23 https://t.co/iM1IVUPF3a,1
$BIIB BOOM! December $310C at $11! https://t.co/TjNJQJiMfK,1
Hedge Funds Have Never Been More Bullish On Landec Corporation (LNDC),1
Business growth in Dubai stalled while jobs disappeared at the fastest pace in at least a decade in the latest sign… https://t.co/pIYpJqwLGv,0
Credit Suisse Ousts CEO In Boardroom Clash: Martinuzzi (Radio),0
$TRNX very good news. Watch the break of 1.03 for a big run https://t.co/cvkaMxChC1,1
Pinduoduo stock sinks on heavy volume after earnings,0
$HSC: Harsco sees Q1 adjusted EBITDA at high end of guidance range of $43-48 mln https://t.co/zPAYN0OUmX,1
"Natural Gas: Production Hits All-Time High, But Prices Supported By Bullish Weather. Continue reading:… https://t.co/cXoctDD13P",1
Rapt Therapeutics down 9% premarket after pricing equity offering,0
"$VIRT - Even After The Recent Surge, This High-Frequency Trader Still Shows Value. https://t.co/7PBlBdvbzW #business #economy #investing",1
Regional Management (NYSE:RM) Shareholders Have Enjoyed An Impressive 140% Share Price Gain,1
"Dow, S&P 500 futures both up around 0.2%",1
"As Uber, GrubHub and Postmates battle over cities, Doordash is thriving in the suburbs https://t.co/U7tr1vKX5x",1
The Stars Group falls after share offering,0
"$SP500 - The Bubble: Bigger, Fatter, Uglier. https://t.co/XSkbRhLMmg #stocks #stockmarket #finance",0
"FX strategists aren’t expecting a repeat of the loonie’s outperformance in 2020, casting doubt on its run as one of… https://t.co/peQZYOcMhB",0
A lot of flows over past week been positioning for Energy groups to rally Q1 2020,1
Why You Might Be Interested In TMX Group Limited (TSE:X) For Its Upcoming Dividend,1
"$SGH: SMART Global beats by $0.02, beats on revs; guides Q3 EPS in-line, revs in-line https://t.co/dvUyxPP0qW",1
China iron ore surges to over 4-month high as supply uncertainties loom https://t.co/rVOVaCaTrh https://t.co/A28seQYCDe,0
Cisco Sues Ex-Employees Over Alleged Trade Secrets Theft,0
Tesla shares jump as Musk tweets about Cybertruck preorders https://t.co/nzZHL8rX2F,1
"Sally Beauty EPS misses by $0.09, misses on revenue",0
November retail sales fall short of expectations amid holiday shopping season,0
"i3 Verticals EPS beats by $0.01, beats on revenue",1
Added 50k shares $CHFS thanks for the pullback !!,1
Global Markets: Asian shares rise as 'phase one' trade deal fans confidence,1
Yum Brands Q4 same-store sales up 2%; FactSet consensus up 2%,1
Vietnam's budget carrier VietJet Aviation JSC will suspend all of its fights to China February 1 amid the novel cor... https://t.co/nWRl3RDuIy,0
"Ford to invest $1.45 billion in two Detroit plants, add 3,000 jobs",1
Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander -Asian stocks including Hong Ko… https://t.co/G5FSqO7cRr,1
2020 Will Be Another Year of Pain for Tanger,0
"Musk suggests Tesla has 187,000 orders for Cybertruck - tweet #ElonMusk #baron #MarketScreener… https://t.co/cFon5dnm1m",1
Genworth +4.0% after sale on Genworth MI Canada closes,1
DocuSign signs off on another solid earnings result https://t.co/YYekdVZrug $DOCU,1
Ameritrade shares ascend toward multimonth high and Schwab dips on deal news https://t.co/PnkM9Zz8fb,1
STOCKS AT THE OPEN: - Dow up 0.21%  - Nasdaq up 0.48%  - S&P up 0.26% https://t.co/bkFqrriGqI,1
"Stock Market Update: Futures edge higher despite weakness in Home Depot, retailers",1
"$GE - GE Is A Buy, Considering Patent Dynamics. Subscribe to Seeking Alpha for more: https://t.co/0DwkvlcLXe #stocks #business #markets",1
GBP/USD Full Steam Ahead with 1.30 Resistance Nearby,1
"AUD/USD and NZD/USD Fundamental Daily Forecast – Aussie, Kiwi Rebound Amid Increasing Demand for Higher Yields",1
U.S. Services Gauge Climbs to Five-Month High on Gain in Orders,1
Communications Services Up On Rotation Into Cyclical Sectors -- Communications Services Roundup #economy… https://t.co/N0QkHtxl0d,1
American Software downgraded to neutral from buy at B. Riley FBR,0
$AAPL - Apple Could Still Be In For More Pain. https://t.co/DgJ8CAtumt #finance #business #stockmarket,0
"JPMorgan says bonds to slump, fueling a return to cyclicals https://t.co/r91WzjL9Da via @business https://t.co/GheX3DBwXA",0
Avantor misses on revenue,0
"Dow Industrials Surge More Than 1,000 Points at Start of Challenging Week #MarriottInternational #Stock… https://t.co/62zC3YwYoy",1
State Borrowings Set To Surge In FY21 Amid Revenue Slowdown: ICRA,0
"The Dow is up more than 1,000 points. These kinds of wild swings have dominated the market for the past month. https://t.co/fYoKPv2jM4",1
2019 productivity advances to 9-year high of 1.7%,1
Highlight: “There’s going to be a bloodbath in terms of synergy savings and retrenchment…” @InvescoUS's… https://t.co/YPgyDW3rMX,0
"The airline industry is nearing the end of a miserable year, with profit missing forecasts by almost $10 billion https://t.co/4Ert5aucQP",0
$INPX is gaining some great momentum and volume over the last few trading sessions. Squeeze over 1.49 https://t.co/MkMRMydssL,1
"Hedge Funds Are Still Crazy About Avid Technology, Inc. (AVID)",1
FedEx stock price target raised to $168 from $163 at BofA Securities,1
VF Corp. shares slide 1.9% premarket,0
"Baidu Leads the Way in Innovation with 5,712 Artificial Intelligence Patent Applications  https://t.co/btciiZtLpZ",1
S&P down 1.15% but TDEX still below 12. https://t.co/XfNJzEkzz7,0
S&P $SPY with 5000 June $319 calls opening in a $5M position as December $298 calls adjust,1
"Stock Market Update: Market pares gains, chipmakers stay strong",0
"Cannabis stocks are starting to go up in smoke, stifled by thwarted legalization and dried-up financing https://t.co/L35GocQWdB",0
Citi gives big boost to Deere PT,1
Total construction spending in the U.S. rose 0.6% in November to a seasonally adjusted annual rate of $1.324 trilli… https://t.co/L2rwQTiHwv,1
Bumble Bee files for bankruptcy after $25 million fine for tuna price fixing https://t.co/nLaDnUUmKh,0
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1
Simply Good Foods trades lower despite strong Q2 upside as virus concerns       linger (SMPL) https://t.co/sJA3yEsiVc $SMPL,0
Amazon’s Cloud Battle With Microsoft Weighs on AMZN Stock,0
Amazon $AMZN with 2000 July $1900 calls opening in the afternoon as some of the 6000 $1800 calls adjusted higher,1
Stocks close mostly lower on earnings concerns,0
"South Korean, Philippine and Indonesian stocks are the first in Asia Pacific to enter technical bull markets https://t.co/qBfjTSQXxw",1
$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global https://t.co/0sOtRQG5t5,0
Expect A Weaker Dollar In 2020. Read more and sign up for updates: https://t.co/mLTiueEXHn #economy #stockmarket #trading,0
$MYO off $SONN low float mania is back !!!,1
The global travel slump could cost 25 million jobs worldwide according to air-travel trade association @IATA. More… https://t.co/1JLfHwA181,0
Lovesac maintained as buy at Canaccord,1
"Money manager says she has 'very high' confidence Tesla shares reach $7,000 in next 5 years",1
$PECK - Peck: Growth Is Accelerating For This Profitable Green Energy Nano-Cap Company. https://t.co/q95RvVVYzG #trading #markets #finance,1
"Apple shares flex muscles as Trump, Cook tour facilities",1
"Loss of working hours to equal 195m full-time jobs, UN agency warns https://t.co/Ww1kXzUS6G",0
$ECONX: November Unemployment Rate 4.9% vs 4.1% https://t.co/M9gpUZQoF7 consensus https://t.co/p5wq6wH9wr,0
Job Openings in U.S. Unexpectedly Rose in October to 7.3 Million,1
NTSB chair criticizes Uber's safety culture,0
Wall Street Warnings Get Louder Now the Everything Rally Is Back,0
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,1
China Unicom (Hong Kong) Limited’s (HKG:762) Investment Returns Are Lagging Its Industry,0
Coronavirus Task Force Declares Public Health Emergency https://t.co/lSodhOAQrj,0
US STOCKS-Futures gain as China fuels trade deal optimism,1
Amazon to create 500 new jobs in Mississippi as it builds a 2nd fulfillment center in the state,1
$INTC - Intel's 7.5% Total Yield Will Push The Stock Higher. Continue reading: https://t.co/NBoTx96ltN #finance #stocks #trading,1
Cancom SE Just Recorded A 42% EPS Beat: Here's What Analysts Are Forecasting Next,1
Growth worries on coronavirus send stocks lower at end of best week since June,0
T-Mobile US stock down 1.4% premarket,0
Leading institutes see German economy shrinking 4.2% this year - sources https://t.co/ZNtGA6FTPx https://t.co/7c8TzKNnbN,0
$TWLO - Twilio gets Street-low target on virus risk https://t.co/Ky3d8DxnjX,0
"S&P 500, Nasdaq hit fresh record highs after China signals IP law reform https://t.co/eRBEEfxHb0 by @emily_mcck https://t.co/dGzn9WD2cU",1
Oil stocks continue to show improvement. https://t.co/lufaW1tdGD,1
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1
Why NIO Hasn’t Fallen Totally Off the Cliff,1
"Dow up 110 points, 0.4%, at open",1
Employee furloughs in the retail industry are now well over 1 million after one of America's biggest clothing store… https://t.co/eFPius4T5H,0
"Economist Slok sees no U.S. recession, ""benign"" markets in 2020 https://t.co/RlzUHUaie1 https://t.co/6DPYzKO1bo",1
UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,0
RECAP 1/31 Unusual Puts: $F Mar 9 P $PAGP Feb 16 P $DB Feb 9 P $LK Mar 25 P $TME Feb 12 P $FTCH Jul 8 P $IBN Mar 14… https://t.co/Jxoi16iCyi,0
"New for subscribers:  Strategist Jeff Saut says the stock market bottom in, predicts new S&P 500 record before year… https://t.co/CLXKUqdU58",1
GBP/JPY Price Forecast – British Pound Fails To Break Out,0
GLOBAL MARKETS-Flare-up of Sino-U.S. tensions over Hong Kong knocks world shares off 22-month high,0
Becton Dickinson downgraded to outperform from strong buy at Raymond James,0
"$FLDM - Fluidigm EPS beats by $0.06, beats on revenue https://t.co/LucTN2sruO",1
The euro-area economy came close to a halt in November as the steep decline in manufacturing spread further into se… https://t.co/PKMjM0loEx,0
"U.S. Dollar to Strengthen Further, Says Ark Capital's Abukarsh",1
Im buying today. Chart + news..... we could see $16 again in the coming days....,1
Materials Up After Xi's Comments On Trade Relations -- Materials Roundup #economy #MarketScreener… https://t.co/SSSX4EEXJl,1
$BOXL nice alert yesterday..... looks ready to run !!,1
Grubhub’s Growth Decelerates for the Fifth Straight Quarter,0
Twitter stock falls after downgrade,0
"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income",0
JPMorgan under the microscope for metals spoofing,0
SciPlay -7.6% after two-notch downgrade,0
Casper Sleep stock languishes below IPO issue price after falling 5%,0
"$TCO: Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i… https://t.co/JMpBxoahSh",1
"$AMKR - Amkor Technology EPS beats by $0.18, beats on revenue https://t.co/A5MDjQ8u4o",1
"US Gasoline Crashes To 50c - Lowest Since 2001 - Amid ""Unprecedented"" Demand Collapse  https://t.co/RW5FZIV94i",0
Boeing supplier Spirit cuts dividend to increase liquidity,0
Macy's -6% as hard hats come out for earnings,0
Hedge Funds Are Selling Franks International NV (FI),0
Vivus shares rise on bulimia data for Qsymia,1
Since we rallied today due to the virus slowing down in KEY STATES (NY) will the Cuomo pressers be market-moving events?,1
"$IVC: Invacare misses by $0.15, misses on revs https://t.co/28AK0IzMFs",0
"58.com EPS beats by $0.13, beats on revenue",1
"In the final hours of trading, the Dow gave up a 900-point rally and finished the day slightly negative. The S&P 50… https://t.co/ppuBJ5f0vj",0
"Emerging-market currencies offer the best buying opportunity in more than two decades, according to Renaissance Cap… https://t.co/azGQNy7Btm",1
Tata Steel Q3 Results: Surprise Loss As Weak Demand Conditions Persist,0
History suggests there's a good chance gold will bounce back strongly after this month's pummeling https://t.co/2fgldMWXV6,1
Honda may keep Wuhan plants closed longer due to outbreak: Nikkei,0
Nasdaq up 0.2%,1
"Pinterest reveals sales and users grew faster than expected despite COVID-19, stock shoots higher https://t.co/ublQKNGaoW",1
"“Vaping is taking us backward,” CVS Health CEO Larry Merlo says. “Something has to be done.” https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx",0
$DE - Citi gives big boost to Deere PT https://t.co/MfhnyZe593,1
XAU/USD Bullish ABC Pattern Aims at $1500 Resistance,1
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1
Looks like $SPX 8/21 MA bull cross today,1
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1
Tesla's Return to Profitability Is Not Sustainable,0
"$SDRL - Seadrill: Another Debt Restructuring In The Making, But Don't Bet On Bankruptcy This Time. Read more and si… https://t.co/ggd501LE5q",0
"$GME - GameStop EPS misses by $0.66, misses on revenue https://t.co/snwkt6x8gP",0
"AGCO -4.2% on Q4 miss, soft guidance",0
$NFLX - New Netflix bear steps out https://t.co/PdPkgLk0FQ,0
$IIVI - II-VI -7.8% after downside Q3 outlook https://t.co/JI8htQY7Y3,0
"Vans parent VF Corp. says 60% of China stores are closed over coronavirus, to update guidance in May",0
Why Grocery Outlet Could Have Investment Appeal,1
Protests Against India’s Citizenship Law Turn Violent in Delhi,0
$REKR Breaking out to the upside.,1
"$PH - After A 20% Gain, Parker-Hannifin Is No Longer Attractive. Follow this and any other stock on Seeking Alpha!… https://t.co/ULf43yNaUz",0
$ATRS - Antares' Xyosted Is One Of The Best Testosterone Replacement Therapies Available. Subscribe to Seeking Alph… https://t.co/k1aJ5ESVJc,1
Nasdaq climbs 0.3%,1
"Hedge Funds Have Never Been This Bullish On Elevate Credit, Inc. (ELVT)",1
The euro is approaching record-low levels vs. the Swiss franc,0
$CNAT another good one for penny lovers. Looks primed for a run. https://t.co/4DjrDhQtey,1
"Defying Soft Automotive Market, Outsell Closes 2019 With 16 Percent Direct Revenue Increase https://t.co/ruN4jJnIXG",1
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1
'Panic-selling' briefly reached Friday morning as coronavirus sparks stock-market tumble https://t.co/SW61PpnAL9,0
Canada Goose shares slump on warning over virus impact,0
"Q3 Results: India Inc.’s Revenue Contracts In The Worst Show In 16 Quarters, Says ICRA ",0
Home Depot stock is still a good investment despite rare misstep: analysts https://t.co/qlN2H3v7I4 by @BrianSozzi https://t.co/SxTiA8QZoZ,1
"$LMNX - Luminex EPS beats by $0.08, beats on revenue https://t.co/hrQ2MpDLWX",1
Shares of Corbyn’s Nationalization Targets Soar After He Quits,1
NXP Semiconductors Started Bouncing Back Already,1
"$SSL - Sasol warns of 20% profit drop, secures new debt agreements https://t.co/Qw6VMHkhCo",0
China’s antitrust authority has suspended a probe of Tencent Music https://t.co/W7LjB2MvTa,1
This chart setup signals a major rally ahead for gold and silver (via @TradingNation) https://t.co/VHHVxcDvPI,1
Bunch of brick and mortar retailers up 15-25% today  Sustainable... (sarcasm font),1
Invora™ Herbicide Receives EPA Federal Approval,1
Evolent down 6% on loss of key contract in NY,0
"Fundstrat’s Top Chartist Sees Bitcoin Approaching $11,000",1
L Brands stock price target cut to $16 from $20 at Wedbush,0
$RIO $ACH $TRQ - Rio Tinto says virus slowing copper ore shipments from Mongolia https://t.co/ayoOqNBFjq,0
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1
UPDATE 1-Influential U.S. doctors group calls for ban on vaping products,0
"Dow, S&P 500 turn positive",1
Why Disney+ is the only service that can rival Netflix,1
$TRVN - Trevena refilies U.S. application for IV oliceridine; shares up 6% https://t.co/u9sJLOG5ky,1
New #IMFBlog shows that long-lasting credit booms that featured rapid construction growth never ended well.… https://t.co/gMBiUS6z7J,0
Square's Breakout May Send Shares Sharply Higher - Seeking Alpha,1
Americans hurt by the pandemic are skipping home-loan payments. The trusts that own the mortgages are feeling the p… https://t.co/DkBAJStG4x,0
"$PALL - Palladium Should Fall Soon, Why This Could Be Important For Gold. https://t.co/OMMk0rkHS4 #investing #economy #finance",0
France Won’t Exclude Huawei From 5G Networks: Pannier-Runacher,1
Avid Tech +11.5% after upside EPS forecast,1
"JetBlue, Alaska Air Shares Rise #JetBlueAirways #Stock #MarketScreener https://t.co/jxHKAU7GIt https://t.co/JIqIdvGvNz",1
Hold Iamgold to Benefit From Next Gold Bull Market,1
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1
"$XPO - XPO Logistics tops Q4 earnings view, hires Wyshner as new CFO https://t.co/W9cZlaz0KV",1
Fiat settles tax issue in Italy,1
Neogen up 3% on launch of rapid test for ergot alkaloids,1
$DMPI DelMar Pharmaceuticals Presents Positive Interim Data of VAL-083 Demonstrating Favorable Outcomes...… https://t.co/5WbTTriTwV,1
Applied DNA Sciences +6% premarket on FQ1 results,1
"AGCO EPS misses by $0.61, misses on revenue",0
"Hedge Funds Have Never Been This Bullish On Western Midstream Partners, LP (WES)",1
Hedge Funds Are Cashing Out Of Watsco Inc (WSO),0
Saint-Gobain North America Announces Largest Renewable Energy Deal in Company’s 354-Year History,1
Sparkle fades as coronavirus risks wiping out luxury goods growth,0
"$QD (+1.8% pre) Qudian Inc. Announces Cancellation of 26,169,241 ADSs Purchased Under Share Repurchase Program, Rep… https://t.co/OgviZEQIos",0
Some Galliford Try (LON:GFRD) Shareholders Are Down 46%,0
Tech Down As Traders Hedge On US-China Deal Prospects -- Tech Roundup #economy #MarketScreener… https://t.co/PDK1Scf0jM,0
Hedge Funds Are Dumping NIO Limited (NIO),0
KAR Auction Services gains on M&A speculation,1
NXP Semi will resume buybacks,1
Why This Acquisition Could Be Huge for Collegium Pharma,1
Price of Gold Fundamental Daily Forecast – U.S. Dollar Uptick Limiting Gold’s Gains,0
Japan declares state of emergency #economy #MarketScreener https://t.co/BYlwBlIT6r https://t.co/sPp5Rj5b8i,0
"Medical Properties Trust, Inc. Completes 2019 With Record $4.5 Billion in Acquisitions for 64% Growth Rate and Delivers Market-Leading Shareholder Returns",1
Dassault Systemes Profit Outlook Lags After Virus Warning,0
Starbucks upgraded to overweight at J.P. Morgan after meeting with executives,1
"Kohl's shares tank on earnings miss, retailer cuts fiscal 2019 earnings outlook",0
Business owner sues Target for copyright infringement,0
Amazon sues U.S. over loss of Pentagon cloud deal to Microsoft https://t.co/LkW7j36pGn,0
"Many small businesses in the U.S. were vulnerable even before the coronavirus crisis hit, a New York Fed report sho… https://t.co/5Tx0aSTkWq",0
FDA OKs Intercept’s NDA for obeticholic acid; shares up 5% premarket,1
The new governor of Buenos Aires province warned he doesn’t have enough money to meet debt obligations and pay sala… https://t.co/LhDGOfHAW3,0
"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",1
Latin America's economy was already going backward when the coronavirus hit. Now it's at risk of losing a whole dec… https://t.co/MLK8U4vIV0,0
$PHM - PulteGroup Has Calamity Priced In. https://t.co/xykazR9pO5 #stockmarket #business #finance,0
Lowe's stock falls 2.0% premarket in wake of Home Depot's disappointing Q3 report,0
"$SUMRX: European Markets Update: DAX +4.1%, FTSE +3.8%, CAC +3.1% https://t.co/omtaBGt6RV",1
Growing investor interest in space,1
"Ford Stock Hit by CEO, China and Lack of Product",0
"Consumers, the engine of U.S. growth, still feel good, NY Fed says",1
About half of U.S. small businesses haven't paid their full rent or mortgage yet this month as a result of the coro… https://t.co/dAA1uF6zsj,0
Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because… https://t.co/PBj4l4Emi3,0
$UBER - Uber CEO comments on London license loss https://t.co/ppLtG1r4lP,0
S&P 500 briefly turns positive,1
U.S. dollar up 0.1% at 109.92 Japanese yen,1
$FCX - Freeport upgraded as Credit Suisse sees big buying opportunity https://t.co/d4TGqrNi7Y,1
$CVX $CHK $EQT - Many more energy writeoffs likely following Chevron $10B-plus charge https://t.co/CckjTWAUHG,0
AbbVie's stock rises on strong earnings,1
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1
"Fiat Chrysler EPS beats by €0.02, beats on revenue",1
Brazil's Current Account Deficit Widened in October #economy #MarketScreener https://t.co/1dGgeQT3Ce https://t.co/1NhFZdGTcf,0
Stocks poised to pause record run,0
Dish may not be key winner amid Intelsat woes - analyst,0
Morgan Stanley says global growth should recover in 2020 as trade tensions and monetary policy ease,1
Deluxe delivered record FY2019 revenue,1
$ICPT - Intercept Pharmaceuticals: Blockbuster Therapy Unveils An Upside Catalyst. Read more and get updates on any… https://t.co/9eWbG1RJe4,1
Allergan upgraded to buy from neutral at UBS,1
Brazil's Vale loses spot as world's top iron ore producer to Rio Tinto https://t.co/9LY9M6wN8L https://t.co/morrhHmo94,0
"Tesla stock is wrapping up its best month since 2013, adding $40 billion in value in January.... https://t.co/Hmt4v3b2oN",1
CSX upgraded to buy from hold at Deutsche Bank,1
L'Oreal CEO says coronavirus will hamper sales in coming weeks,0
Ford's electric SUV impresses Credit Suisse,1
"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi… https://t.co/KuZFSSKIv4",0
$SWKS - Skyworks: China Risk Caps Upside. Read more: https://t.co/xkOqpV4cio #stockmarket #stocks #investing,0
Overall Fed Temporary Liquidity Continues to Shrink #economy #MarketScreener https://t.co/UjqUoGk3L9 https://t.co/OVGpDhlZOb,0
"""That's Not Safe! Somebody's Going To Die!"": Senator Markey Slams Tesla Autopilot At Commerce Committee Hearing https://t.co/PHvFLxKnQu",0
Mass layoffs push Canada consumer confidence to all-time low https://t.co/lj9u4joHbv,0
How Nordstrom Is Benefiting From Direct-to-Consumer Brands,1
Nissan's China sales fell 12% in January as coronavirus epidemic weighs,0
Aegis Capital positive on Netflix usage trend,1
IHS Markit sees U.S. GDP growth falling to 2.1% in 2020 from 2.5% in 2017-2019,0
BTIG sees 'material improvement' to Ocwen book value,1
$PACB - Pacific Biosciences Still Can't Catch A Break. https://t.co/62uib1ID2Z #trading #economy #business,0
Children's Place downgraded as e-commerce puts margins at risk,0
"The Supreme Cannabis Company, Inc. Consensus Forecasts Have Become A Little Darker Since Its Latest Report",0
"JinkoSolar Holding EPS beats by $0.056, beats on revenue",1
"Ford to Add 3,000 Jobs at Michigan Plants, Invest $1.45 Billion",1
Shale gas producers have a lot of problems. Count hog manure and chicken guts among them. https://t.co/tAbbumYJj5,0
U.S. Claims for Jobless Benefits Fall to Lowest Since April,1
Large gender bias class action vs Sterling Jewelers revived -US appeals court,0
$USO $OIL $UCO - Crude inventory unexpectedly rise https://t.co/IbTo1Js76I,0
Major Resistances Are Broken – Time To Go Up,1
Stock Market Live Updates: Stocks reverse losses as China says 'Phase One' deal is all but done,1
Total Profit Beats Estimates on Rising Oil and Gas Output ,1
Stocks This Week: Buy Nike And Autodesk,1
"Urban Outfitters stock tanks after Q3 profit, sales misses",0
Uber Loses London License (Again) ,0
"Lagarde Says ECB's Options Limited by Low Rates, Low Inflation",0
$OPK squeeze into the close !!!!  $INPX strong close !!!,1
$BA $EADSY $EADSF - Boeing reports 30 orders of 737 MAX in November https://t.co/zOOFn8b2ip,1
Asian Shares Jump as Hong Kong Pro-Democracy Candidates Score Major Victory,1
Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,0
Aramco Up for Third Session With Eye on Passive Flows: Inside EM,1
China to Suspend Additional Tariffs on Certain U.S. Goods,1
$IONS $AKCA $AKCA - Akcea and Ionis launches late-stage AKCEA-TTR-LRx study https://t.co/ybDZfFkp0Z,1
Home Depot stock price target cut to $237 from $240 at Instinet,0
Thiel driving FB division on political ads - WSJ,0
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1
"CORRECTED-Nissan recalls nearly 400,000 vehicles over braking system defect (Nov. 16)",0
Energy tops sector leaderboard on trade optimism,1
Peter Thiel Divides Facebook Internally Over Ad Policy (Radio),0
"Lyft stock gains after Northcoast upgrades, says company could be M&A target",1
President Donald Trump said there is “a very good chance” to make a trade deal with China but that unrest in Hong K… https://t.co/iXCDD4JR1g,1
"Tullow to Cut 40% Jobs in Kenya, Focus on Investment Decision",0
Adobe Did Good – And Stock Is Headed To A Record High,1
$RETA 510 Mar $220 calls look to be closing late,1
Pinduoduo's stock is the most active premarket with over 3 mln shares traded,1
AT&T shares sink after MoffettNathanson downgrade,0
"$NFLX (-0.7% pre) Wells Fargo Downgrades Netflix (NFLX) to Underperform on Free Cash Flow Concerns, Still Sees Acqu… https://t.co/D9EZor24lS",0
Expedia's Problems Run Deeper Than SEO Headwinds,0
"Leafly Jobs Report: Cannabis is the fastest-growing American industry, surpassing 240,000 jobs",1
Materials Down As Stimulus Bill Stalls In Senate -- Materials Roundup #economy #MarketScreener… https://t.co/GgFSrLh54j,0
$TAK: Takeda Pharma presents long-term data for ALUNBRIG; demonstrates continued Superiority after two years https://t.co/RPW80FKq6S,1
China tariff cut set to power Wall Street to record highs,1
PriceSmart reports 0.3% gain in comparable sales,1
Finnair cancels 276 flights as unions join solidarity strike #FinnairOyj #Stock #MarketScreener… https://t.co/j4PMDAs2cI,0
Deutsche Bank Plans Bigger Bonuses at Asset Management Division,1
Sterling hits a seven-month high as election nears #economy #MarketScreener https://t.co/QR8H6PW2sb https://t.co/RmN8C0OVBE,1
Funko stock price target cut to $10 from $25 at Stifel Nicolaus,0
Dow breaks through 28000 - Malta Independent Online,1
"The job loss reflected in Friday's report is a shock that is unprecedented, as is the uncertainty surrounding it-wh… https://t.co/cXIDgk5QcD",0
Why Intesa Sanpaolo S.p.A.'s (BIT:ISP) High P/E Ratio Isn't Necessarily A Bad Thing,1
Investors are right to be pleased with November’s strong jobs report. But there are also some things to puzzle over. https://t.co/jlVv1dIETY,1
$NOW gaps up through resistance around 276.50 after reclaiming its 200-day. Currently working on a 1st stage base (… https://t.co/L96E9iYdQJ,1
Stock-index futures pare gains after report of China concerns over trade deal,0
"Most Saudi Arabian banking stocks climbed, even as the main local gauge fell, ahead of Saudi Aramco’s giant listing https://t.co/mynKhbSGvk",1
MAXIMUS -2.9% post Q4 results,0
$CERN (+0.9% pre) VA hits pause on Cerner EHR rollout amid coronavirus crisis - HealthCare IT  https://t.co/sJTM4qOf6Q,1
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1
X FINANCIAL INVESTOR ALERT: Wolf Haldenstein Adler Freeman & Herz LLP announces that a  securities  class  acti… https://t.co/NW7EFXwvMD,0
STOCKS PREMARKET:  - Dow up 86.38 points  - Nasdaq up 27.50  - S&P up 7.25  Here's what's moving markets:  https://t.co/uSCSLhgCrA,1
California governor rejects $13.5 billion PG&E settlement,0
China Fears Are Still Propelling Gold Demand. https://t.co/RAB1hQkW6r #stockmarket #economy #markets,1
Investors Who Bought Supernus Pharmaceuticals (NASDAQ:SUPN) Shares Five Years Ago Are Now Up 148%,1
Hedge Funds Have Never Been This Bullish On LiqTech International Inc (LIQT),1
Why These Top Oil Stocks All Tumbled More Than 10% in January,0
$YAYO Updated chart for u guys. Bullish MACD crossover on hourly chart. CMF is also rising. Short-term trend is now UP. Pivots on chart.,1
Hedge Funds Are Warming Up To Celestica Inc. (CLS),1
ICYMI: Oil spiked after the U.S. airstrike killed a top Iranian commander in Baghdad.  The strike escalates an alre… https://t.co/biC7W3GoKK,1
New York Times sees Q1 subscription revenue up in mid-single digits,1
Gold steadies as virus concerns stall stock markets - Nasdaq,1
"$SNAP (+1.9% pre) Loop Capital Upgrades Snap Inc (SNAP) to Buy, $20 PT, $20 PT  https://t.co/360xtpeCr1",1
"$EARS very very nice, squeeze into the close. $KERN strong close.",1
Yum Brands Q4 Taco Bell same-store sales up 4%; FactSet consensus up 3.2%,1
The coronavirus is hitting renewable energy supply chains and could hurt global energy transition https://t.co/p7MP5rTZwA,0
Congo Palm-Oil Producer Implicated in Environmental Report,0
Wall Street opens higher as report sparks trade deal hopes,1
